Date;Time of day;Biomass[MWh];Hydropower[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other renewable[MWh];Nuclear[MWh];Fossil brown coal[MWh];Fossil hard coal[MWh];Fossil gas[MWh];Hydro pumped storage[MWh];Other conventional[MWh]
Jun 3, 2020;8:30 PM;1,170;424;1,300;1,635;172;33;1,960;2,057;449;2,200;931;189
Jun 3, 2020;8:45 PM;1,172;431;1,185;1,581;85;33;1,957;2,071;429;2,188;960;189
Jun 3, 2020;9:00 PM;1,170;479;1,047;1,510;31;33;1,952;2,098;412;2,176;1,021;189
Jun 3, 2020;9:15 PM;1,170;488;1,027;1,522;7;33;1,953;2,080;403;2,153;1,064;189
Jun 3, 2020;9:30 PM;1,171;458;1,022;1,496;1;33;1,962;2,037;392;2,106;1,071;189
Jun 3, 2020;9:45 PM;1,171;431;1,048;1,439;0;33;1,964;2,030;382;2,070;863;189
Jun 3, 2020;10:00 PM;1,167;478;1,054;1,400;0;33;1,965;2,053;382;2,035;1,073;189
Jun 3, 2020;10:15 PM;1,169;456;1,050;1,408;0;33;1,965;2,040;381;2,039;738;214
Jun 3, 2020;10:30 PM;1,167;436;1,026;1,375;0;33;1,966;2,036;379;2,041;606;217
Jun 3, 2020;10:45 PM;1,168;419;1,025;1,350;0;33;1,965;2,023;386;2,042;475;194
Jun 3, 2020;11:00 PM;1,168;459;1,093;1,326;0;33;1,965;1,999;390;2,026;444;190
Jun 3, 2020;11:15 PM;1,166;424;1,098;1,292;0;33;1,966;1,993;388;2,036;195;190
Jun 3, 2020;11:30 PM;1,168;422;1,102;1,313;0;33;1,966;1,964;387;2,037;116;190
Jun 3, 2020;11:45 PM;1,166;415;1,096;1,290;0;33;1,965;1,875;386;1,994;127;190
Jun 4, 2020;12:00 AM;1,164;451;1,039;1,251;0;33;1,958;1,744;386;1,892;135;193
Jun 4, 2020;12:15 AM;1,162;445;1,012;1,224;0;33;1,963;1,631;390;1,884;113;192
Jun 4, 2020;12:30 AM;1,164;442;1,005;1,245;0;33;1,962;1,591;395;1,863;92;192
Jun 4, 2020;12:45 AM;1,164;440;1,023;1,262;0;33;1,958;1,459;396;1,863;44;192
Jun 4, 2020;1:00 AM;1,162;454;1,017;1,238;0;33;1,966;1,350;399;1,847;92;192
Jun 4, 2020;1:15 AM;1,161;442;977;1,239;0;33;1,965;1,335;398;1,839;35;192
Jun 4, 2020;1:30 AM;1,165;445;928;1,283;0;33;1,965;1,346;392;1,834;43;189
Jun 4, 2020;1:45 AM;1,162;442;941;1,281;0;33;1,963;1,353;381;1,837;38;189
Jun 4, 2020;2:00 AM;1,165;441;938;1,243;0;33;1,962;1,366;377;1,831;14;189
Jun 4, 2020;2:15 AM;1,165;436;931;1,211;0;33;1,962;1,355;375;1,827;13;189
Jun 4, 2020;2:30 AM;1,165;443;882;1,164;0;33;1,967;1,371;378;1,829;32;189
Jun 4, 2020;2:45 AM;1,164;440;849;1,139;0;33;1,965;1,404;383;1,829;22;189
Jun 4, 2020;3:00 AM;1,165;444;834;1,112;0;33;1,966;1,463;387;1,819;33;189
Jun 4, 2020;3:15 AM;1,163;443;808;1,088;0;33;1,963;1,477;384;1,816;25;189
Jun 4, 2020;3:30 AM;1,164;447;776;1,077;0;33;1,964;1,488;384;1,815;34;189
Jun 4, 2020;3:45 AM;1,165;450;742;1,053;0;33;1,963;1,552;384;1,814;48;189
Jun 4, 2020;4:00 AM;1,166;451;727;1,039;0;33;1,960;1,647;379;1,814;39;189
Jun 4, 2020;4:15 AM;1,165;451;720;1,028;0;33;1,958;1,654;383;1,813;55;189
Jun 4, 2020;4:30 AM;1,165;441;739;1,033;1;33;1,957;1,681;391;1,822;19;189
Jun 4, 2020;4:45 AM;1,166;440;752;1,054;2;33;1,957;1,697;390;1,823;15;189
Jun 4, 2020;5:00 AM;1,167;447;720;1,050;14;33;1,958;1,757;390;1,879;34;188
Jun 4, 2020;5:15 AM;1,166;450;687;1,121;36;33;1,972;1,799;395;1,889;59;188
Jun 4, 2020;5:30 AM;1,167;450;658;1,166;73;33;1,974;1,828;410;1,898;52;188
Jun 4, 2020;5:45 AM;1,166;475;625;1,169;135;33;1,975;1,935;415;1,912;113;189
Jun 4, 2020;6:00 AM;1,167;468;596;1,147;229;33;1,971;2,036;444;1,978;58;189
Jun 4, 2020;6:15 AM;1,168;469;570;1,119;351;33;1,976;2,075;456;2,061;274;189
Jun 4, 2020;6:30 AM;1,167;462;551;1,078;479;33;1,976;2,084;462;2,120;449;189
Jun 4, 2020;6:45 AM;1,169;512;510;1,009;618;33;1,977;2,094;494;2,158;663;189
Jun 4, 2020;7:00 AM;1,166;504;478;933;783;33;1,979;2,086;521;2,189;1,183;189
Jun 4, 2020;7:15 AM;1,165;530;473;842;932;33;1,980;2,096;541;2,249;1,430;189
Jun 4, 2020;7:30 AM;1,166;553;472;735;1,097;33;1,980;2,111;549;2,268;1,612;199
Jun 4, 2020;7:45 AM;1,166;533;467;651;1,279;33;1,977;2,121;552;2,281;1,630;304
Jun 4, 2020;8:00 AM;1,168;519;490;597;1,463;33;1,976;2,120;546;2,331;1,616;429
Jun 4, 2020;8:15 AM;1,167;533;518;571;1,652;33;1,976;2,123;558;2,337;1,448;503
Jun 4, 2020;8:30 AM;1,166;528;532;542;1,845;33;1,976;2,128;569;2,342;1,333;503
Jun 4, 2020;8:45 AM;1,163;523;536;525;2,008;33;1,976;2,120;574;2,325;1,297;478
Jun 4, 2020;9:00 AM;1,163;538;550;512;2,141;33;1,975;2,123;577;2,318;1,183;324
Jun 4, 2020;9:15 AM;1,162;535;589;528;2,287;33;1,974;2,124;581;2,312;1,247;252
Jun 4, 2020;9:30 AM;1,159;533;614;582;2,389;33;1,975;2,123;578;2,315;1,134;263
Jun 4, 2020;9:45 AM;1,162;536;657;622;2,475;33;1,974;2,128;582;2,322;992;412
Jun 4, 2020;10:00 AM;1,159;550;688;688;2,530;33;1,971;2,117;602;2,315;901;390
Jun 4, 2020;10:15 AM;1,159;546;691;783;2,582;33;1,972;2,115;607;2,312;879;414
Jun 4, 2020;10:30 AM;1,160;547;709;892;2,644;33;1,971;2,118;615;2,331;750;430
Jun 4, 2020;10:45 AM;1,161;535;719;990;2,719;33;1,973;2,122;615;2,332;535;452
Jun 4, 2020;11:00 AM;1,160;539;719;1,059;2,767;33;1,972;2,133;619;2,322;430;487
Jun 4, 2020;11:15 AM;1,161;547;703;1,122;2,806;33;1,971;2,132;622;2,332;418;486
Jun 4, 2020;11:30 AM;1,159;544;687;1,179;2,904;33;1,971;2,134;637;2,333;433;487
Jun 4, 2020;11:45 AM;1,156;539;696;1,244;2,996;33;1,972;2,136;651;2,332;291;491
Jun 4, 2020;12:00 PM;1,158;540;687;1,308;2,992;33;1,969;2,161;653;2,293;264;495
Jun 4, 2020;12:15 PM;1,160;530;664;1,418;3,011;33;1,969;2,157;655;2,271;222;370
Jun 4, 2020;12:30 PM;1,155;521;629;1,498;2,988;33;1,969;2,155;655;2,293;200;325
Jun 4, 2020;12:45 PM;1,158;488;619;1,557;2,914;33;1,969;2,148;674;2,261;103;261
Jun 4, 2020;1:00 PM;1,153;495;636;1,608;2,893;33;1,971;2,145;703;2,194;162;212
Jun 4, 2020;1:15 PM;1,154;467;657;1,703;2,887;33;1,971;2,135;717;2,182;96;188
Jun 4, 2020;1:30 PM;1,154;445;674;1,744;2,891;33;1,969;2,141;730;2,224;24;188
Jun 4, 2020;1:45 PM;1,153;447;664;1,841;2,803;33;1,968;2,137;716;2,161;28;188
Jun 4, 2020;2:00 PM;1,153;497;666;1,856;2,757;33;1,970;2,139;719;2,122;87;188
Jun 4, 2020;2:15 PM;1,152;487;686;1,864;2,680;33;1,974;2,143;730;2,106;110;187
Jun 4, 2020;2:30 PM;1,153;468;701;1,825;2,567;33;1,975;2,128;748;2,097;178;187
Jun 4, 2020;2:45 PM;1,150;468;713;1,779;2,479;33;1,972;2,117;767;2,085;170;187
Jun 4, 2020;3:00 PM;1,153;481;751;1,855;2,435;33;1,970;2,116;798;2,080;321;188
Jun 4, 2020;3:15 PM;1,150;507;852;1,795;2,305;33;1,968;2,125;810;2,108;335;188
Jun 4, 2020;3:30 PM;1,150;486;981;1,777;2,098;33;1,971;2,125;808;2,127;293;188
Jun 4, 2020;3:45 PM;1,153;480;1,096;1,738;1,964;33;1,968;2,144;803;2,171;241;188
Jun 4, 2020;4:00 PM;1,158;472;1,188;1,783;1,821;33;1,967;2,152;803;2,199;45;188
Jun 4, 2020;4:15 PM;1,161;462;1,215;1,673;1,702;33;1,971;2,157;790;2,199;80;188
Jun 4, 2020;4:30 PM;1,158;468;1,267;1,620;1,577;33;1,971;2,153;800;2,227;73;188
Jun 4, 2020;4:45 PM;1,162;479;1,291;1,651;1,421;33;1,971;2,144;804;2,231;83;188
Jun 4, 2020;5:00 PM;1,164;461;1,347;1,662;1,304;33;1,971;2,128;805;2,240;70;187
Jun 4, 2020;5:15 PM;1,165;465;1,365;1,675;1,177;33;1,970;2,131;806;2,244;97;186
Jun 4, 2020;5:30 PM;1,159;480;1,377;1,652;1,064;33;1,970;2,133;801;2,240;169;186
Jun 4, 2020;5:45 PM;1,164;498;1,421;1,674;957;33;1,970;2,143;792;2,247;181;186
Jun 4, 2020;6:00 PM;1,166;481;1,455;1,755;836;33;1,970;2,149;774;2,269;130;188
Jun 4, 2020;6:15 PM;1,167;482;1,419;1,824;724;33;1,970;2,164;764;2,275;149;187
Jun 4, 2020;6:30 PM;1,166;476;1,406;1,924;623;33;1,970;2,169;761;2,284;170;186
Jun 4, 2020;6:45 PM;1,167;485;1,368;1,999;538;33;1,970;2,173;743;2,281;230;186
Jun 4, 2020;7:00 PM;1,167;476;1,312;2,037;454;33;1,963;2,175;707;2,281;248;186
Jun 4, 2020;7:15 PM;1,173;472;1,273;2,077;378;33;1,957;2,179;710;2,246;232;186
Jun 4, 2020;7:30 PM;1,172;469;1,212;2,128;306;33;1,959;2,169;705;2,208;216;186
Jun 4, 2020;7:45 PM;1,171;468;1,199;2,138;238;33;1,962;2,163;691;2,194;245;186
Jun 4, 2020;8:00 PM;1,172;467;1,249;2,154;174;33;1,969;2,141;695;2,164;179;186
Jun 4, 2020;8:15 PM;1,172;469;1,288;2,217;119;33;1,968;2,107;645;2,137;122;186
Jun 4, 2020;8:30 PM;1,171;467;1,279;2,218;71;33;1,969;2,094;601;2,131;125;186
Jun 4, 2020;8:45 PM;1,173;462;1,305;2,292;34;33;1,968;2,075;599;2,117;123;186
Jun 4, 2020;9:00 PM;1,171;482;1,354;2,363;11;33;1,963;1,999;593;2,062;61;186
Jun 4, 2020;9:15 PM;1,170;483;1,411;2,380;3;33;1,955;1,945;581;2,048;102;186
Jun 4, 2020;9:30 PM;1,171;460;1,426;2,400;1;33;1,955;1,901;565;2,036;76;186
Jun 4, 2020;9:45 PM;1,170;453;1,361;2,484;1;33;1,953;1,820;540;2,002;58;186
Jun 4, 2020;10:00 PM;1,172;500;1,369;2,458;1;33;1,950;1,737;521;2,029;58;186
Jun 4, 2020;10:15 PM;1,167;479;1,371;2,465;0;33;1,960;1,665;507;2,027;24;186
Jun 4, 2020;10:30 PM;1,166;474;1,387;2,478;0;33;1,960;1,623;502;2,023;31;186
Jun 4, 2020;10:45 PM;1,167;475;1,359;2,505;0;33;1,958;1,521;487;1,959;35;186
Jun 4, 2020;11:00 PM;1,167;509;1,342;2,526;0;33;1,954;1,330;467;1,794;81;187
Jun 4, 2020;11:15 PM;1,169;498;1,310;2,561;0;33;1,946;1,296;455;1,753;47;187
Jun 4, 2020;11:30 PM;1,168;499;1,328;2,572;0;33;1,945;1,243;447;1,728;37;187
Jun 4, 2020;11:45 PM;1,170;485;1,329;2,597;0;33;1,946;1,188;447;1,693;39;187
Jun 5, 2020;12:00 AM;1,166;504;1,339;2,608;0;33;1,951;1,135;437;1,625;11;175
Jun 5, 2020;12:15 AM;1,165;507;1,351;2,558;0;33;1,952;1,088;423;1,619;20;175
Jun 5, 2020;12:30 AM;1,166;503;1,321;2,601;0;33;1,952;1,091;388;1,614;33;175
Jun 5, 2020;12:45 AM;1,165;485;1,253;2,695;0;33;1,951;1,095;387;1,592;5;175
Jun 5, 2020;1:00 AM;1,160;492;1,154;2,719;0;33;1,944;1,118;387;1,574;13;175
Jun 5, 2020;1:15 AM;1,165;493;1,101;2,720;0;33;1,941;1,107;386;1,566;18;175
Jun 5, 2020;1:30 AM;1,169;498;1,071;2,615;0;33;1,941;1,087;387;1,530;28;174
Jun 5, 2020;1:45 AM;1,167;497;1,107;2,530;0;33;1,940;1,059;385;1,467;20;174
Jun 5, 2020;2:00 AM;1,171;503;1,131;2,504;0;33;1,942;1,030;386;1,466;15;174
Jun 5, 2020;2:15 AM;1,172;482;1,156;2,482;0;33;1,940;1,013;384;1,465;5;175
Jun 5, 2020;2:30 AM;1,172;482;1,226;2,432;0;33;1,923;1,006;389;1,448;5;174
Jun 5, 2020;2:45 AM;1,172;501;1,141;2,439;0;33;1,937;1,009;391;1,437;11;174
Jun 5, 2020;3:00 AM;1,172;509;1,052;2,426;0;33;1,939;1,014;389;1,363;23;175
Jun 5, 2020;3:15 AM;1,172;506;1,028;2,438;0;33;1,940;1,013;390;1,341;11;174
Jun 5, 2020;3:30 AM;1,173;517;928;2,430;0;33;1,932;1,018;390;1,338;47;174
Jun 5, 2020;3:45 AM;1,174;507;938;2,402;0;33;1,940;1,022;392;1,391;33;175
Jun 5, 2020;4:00 AM;1,175;504;915;2,376;0;33;1,952;1,068;395;1,396;9;175
Jun 5, 2020;4:15 AM;1,173;505;814;2,402;0;33;1,962;1,077;394;1,445;11;175
Jun 5, 2020;4:30 AM;1,176;486;796;2,460;1;33;1,963;1,099;392;1,458;3;175
Jun 5, 2020;4:45 AM;1,176;479;804;2,553;2;33;1,938;1,130;392;1,449;3;175
Jun 5, 2020;5:00 AM;1,176;473;840;2,545;8;33;1,922;1,168;381;1,382;3;175
Jun 5, 2020;5:15 AM;1,177;479;880;2,514;18;33;1,921;1,178;392;1,342;3;175
Jun 5, 2020;5:30 AM;1,178;485;811;2,470;44;33;1,919;1,192;405;1,341;5;175
Jun 5, 2020;5:45 AM;1,178;490;781;2,497;95;33;1,942;1,239;408;1,362;29;175
Jun 5, 2020;6:00 AM;1,179;487;760;2,474;168;33;1,933;1,273;417;1,493;67;175
Jun 5, 2020;6:15 AM;1,178;498;658;2,427;263;33;1,943;1,322;432;1,588;104;175
Jun 5, 2020;6:30 AM;1,178;500;649;2,348;387;33;1,948;1,364;445;1,624;250;175
Jun 5, 2020;6:45 AM;1,178;514;644;2,298;537;33;1,949;1,433;445;1,677;377;175
Jun 5, 2020;7:00 AM;1,178;539;577;2,217;710;33;1,950;1,517;442;1,737;580;175
Jun 5, 2020;7:15 AM;1,178;540;594;2,146;885;33;1,954;1,570;453;1,758;713;175
Jun 5, 2020;7:30 AM;1,179;499;542;2,118;1,085;33;1,958;1,611;453;1,785;769;175
Jun 5, 2020;7:45 AM;1,177;494;462;2,087;1,289;33;1,964;1,623;459;1,821;700;175
Jun 5, 2020;8:00 AM;1,175;512;468;2,123;1,525;33;1,978;1,667;461;1,892;927;175
Jun 5, 2020;8:15 AM;1,175;511;386;2,157;1,765;33;1,982;1,697;473;1,894;1,028;175
Jun 5, 2020;8:30 AM;1,177;499;380;2,115;2,000;33;1,983;1,698;486;1,845;1,002;175
Jun 5, 2020;8:45 AM;1,171;481;371;2,126;2,246;33;1,979;1,698;501;1,797;864;175
Jun 5, 2020;9:00 AM;1,166;483;353;2,124;2,472;33;1,960;1,668;463;1,765;686;175
Jun 5, 2020;9:15 AM;1,164;484;336;2,162;2,706;33;1,961;1,662;464;1,741;659;175
Jun 5, 2020;9:30 AM;1,165;500;309;2,188;2,937;33;1,961;1,658;456;1,867;634;175
Jun 5, 2020;9:45 AM;1,162;500;289;2,263;3,119;33;1,960;1,660;455;1,880;532;173
Jun 5, 2020;10:00 AM;1,163;506;272;2,354;3,275;33;1,961;1,647;458;1,948;654;173
Jun 5, 2020;10:15 AM;1,161;507;311;2,414;3,404;33;1,961;1,640;458;1,948;642;173
Jun 5, 2020;10:30 AM;1,161;504;333;2,492;3,604;33;1,961;1,632;462;1,943;543;173
Jun 5, 2020;10:45 AM;1,161;499;311;2,563;3,786;33;1,961;1,600;461;1,945;463;173
Jun 5, 2020;11:00 AM;1,159;505;320;2,726;3,934;33;1,967;1,586;461;1,934;331;173
Jun 5, 2020;11:15 AM;1,159;519;379;2,856;4,041;33;1,971;1,553;461;1,911;305;173
Jun 5, 2020;11:30 AM;1,161;507;394;2,995;4,058;33;1,971;1,547;452;1,883;308;173
Jun 5, 2020;11:45 AM;1,161;501;322;3,175;4,084;33;1,970;1,493;439;1,769;296;173
Jun 5, 2020;12:00 PM;1,160;547;320;3,192;4,068;33;1,962;1,396;443;1,676;535;172
Jun 5, 2020;12:15 PM;1,157;494;296;3,345;4,047;33;1,970;1,346;444;1,759;410;172
Jun 5, 2020;12:30 PM;1,155;495;292;3,434;4,046;33;1,970;1,332;445;1,840;294;172
Jun 5, 2020;12:45 PM;1,158;477;287;3,505;4,029;33;1,969;1,341;446;1,856;154;172
Jun 5, 2020;1:00 PM;1,159;497;253;3,654;3,975;33;1,969;1,329;415;1,839;290;172
Jun 5, 2020;1:15 PM;1,162;498;327;3,815;3,874;33;1,969;1,295;398;1,961;225;184
Jun 5, 2020;1:30 PM;1,162;496;428;3,941;3,884;33;1,969;1,273;395;1,957;101;184
Jun 5, 2020;1:45 PM;1,161;478;433;4,031;3,850;33;1,970;1,217;400;1,955;76;184
Jun 5, 2020;2:00 PM;1,157;536;377;4,153;3,847;33;1,961;1,129;308;1,916;145;184
Jun 5, 2020;2:15 PM;1,159;538;303;4,273;3,790;33;1,950;1,099;317;1,887;110;184
Jun 5, 2020;2:30 PM;1,159;540;294;4,424;3,717;33;1,949;1,093;319;1,886;124;184
Jun 5, 2020;2:45 PM;1,157;536;303;4,567;3,635;33;1,946;1,084;319;1,862;53;184
Jun 5, 2020;3:00 PM;1,160;494;358;4,714;3,540;33;1,945;1,057;317;1,847;31;184
Jun 5, 2020;3:15 PM;1,159;486;428;4,790;3,346;33;1,930;1,042;316;1,827;24;184
Jun 5, 2020;3:30 PM;1,161;490;435;4,943;3,290;33;1,909;1,050;312;1,785;24;184
Jun 5, 2020;3:45 PM;1,160;498;431;5,068;3,134;33;1,933;1,028;310;1,759;39;184
Jun 5, 2020;4:00 PM;1,163;501;397;5,207;2,998;33;1,947;991;313;1,771;48;184
Jun 5, 2020;4:15 PM;1,163;493;379;5,348;2,838;33;1,949;962;307;1,788;127;184
Jun 5, 2020;4:30 PM;1,163;497;306;5,546;2,726;33;1,950;979;306;1,802;155;184
Jun 5, 2020;4:45 PM;1,162;499;247;5,607;2,514;33;1,953;965;303;1,849;158;184
Jun 5, 2020;5:00 PM;1,169;497;285;5,682;2,283;33;1,954;916;321;1,866;192;184
Jun 5, 2020;5:15 PM;1,173;498;415;5,717;2,076;33;1,954;899;316;1,867;263;184
Jun 5, 2020;5:30 PM;1,175;479;506;5,679;1,861;33;1,954;898;314;1,872;268;184
Jun 5, 2020;5:45 PM;1,184;506;542;5,633;1,699;33;1,955;904;292;1,884;453;184
Jun 5, 2020;6:00 PM;1,185;476;559;5,688;1,518;33;1,953;976;300;1,924;498;184
Jun 5, 2020;6:15 PM;1,185;475;598;5,713;1,370;33;1,952;1,016;299;1,918;443;184
Jun 5, 2020;6:30 PM;1,184;478;645;5,913;1,197;33;1,951;1,029;306;1,925;471;184
Jun 5, 2020;6:45 PM;1,182;490;634;5,849;1,052;33;1,951;1,037;307;1,921;519;185
Jun 5, 2020;7:00 PM;1,182;476;564;5,874;869;33;1,952;1,056;309;1,910;727;185
Jun 5, 2020;7:15 PM;1,183;477;577;5,774;700;33;1,952;1,050;306;1,884;759;185
Jun 5, 2020;7:30 PM;1,182;477;590;5,711;568;33;1,953;1,045;307;1,849;835;185
Jun 5, 2020;7:45 PM;1,186;489;611;5,761;453;33;1,950;1,026;305;1,864;865;185
Jun 5, 2020;8:00 PM;1,192;498;605;5,730;350;33;1,953;1,030;306;1,868;691;185
Jun 5, 2020;8:15 PM;1,193;478;646;5,755;242;33;1,951;1,044;300;1,844;618;184
Jun 5, 2020;8:30 PM;1,196;483;668;5,882;150;33;1,949;1,069;295;1,785;518;184
Jun 5, 2020;8:45 PM;1,194;476;744;5,882;81;33;1,950;1,079;291;1,739;405;184
Jun 5, 2020;9:00 PM;1,190;496;910;5,833;33;33;1,949;1,115;289;1,765;300;184
Jun 5, 2020;9:15 PM;1,187;490;1,066;5,913;10;33;1,950;1,116;280;1,716;184;184
Jun 5, 2020;9:30 PM;1,189;486;1,161;5,905;2;33;1,950;1,115;264;1,617;123;184
Jun 5, 2020;9:45 PM;1,188;471;1,265;5,838;1;33;1,950;1,107;257;1,554;146;185
Jun 5, 2020;10:00 PM;1,184;509;1,298;5,854;1;33;1,932;1,089;250;1,547;227;185
Jun 5, 2020;10:15 PM;1,184;478;1,270;6,016;0;33;1,918;1,093;250;1,532;135;185
Jun 5, 2020;10:30 PM;1,183;479;1,241;6,140;0;33;1,929;1,091;249;1,490;86;185
Jun 5, 2020;10:45 PM;1,177;472;1,241;6,130;0;33;1,936;996;247;1,403;72;185
Jun 5, 2020;11:00 PM;1,176;484;1,239;6,197;0;33;1,923;930;224;1,287;114;186
Jun 5, 2020;11:15 PM;1,175;470;1,211;6,212;0;33;1,907;907;223;1,220;64;186
Jun 5, 2020;11:30 PM;1,174;477;1,203;6,207;0;33;1,907;895;221;1,205;107;186
Jun 5, 2020;11:45 PM;1,177;473;1,222;6,141;0;33;1,908;898;221;1,085;81;186
Jun 6, 2020;12:00 AM;1,172;492;1,203;6,041;0;33;1,915;897;196;604;357;172
Jun 6, 2020;12:15 AM;1,172;490;1,214;6,067;0;33;1,918;902;210;595;304;172
Jun 6, 2020;12:30 AM;1,170;477;1,277;5,967;0;33;1,925;886;255;616;172;172
Jun 6, 2020;12:45 AM;1,168;481;1,283;5,978;0;33;1,921;862;256;614;94;172
Jun 6, 2020;1:00 AM;1,169;493;1,214;5,955;0;33;1,926;851;260;568;99;171
Jun 6, 2020;1:15 AM;1,171;493;1,276;5,789;0;33;1,937;848;267;567;18;171
Jun 6, 2020;1:30 AM;1,172;475;1,302;5,578;0;33;1,936;850;274;556;11;171
Jun 6, 2020;1:45 AM;1,173;470;1,284;5,501;0;33;1,930;831;276;559;11;171
Jun 6, 2020;2:00 AM;1,174;495;1,289;5,374;0;33;1,925;813;277;562;29;172
Jun 6, 2020;2:15 AM;1,176;476;1,246;5,383;0;33;1,923;804;281;561;12;172
Jun 6, 2020;2:30 AM;1,175;467;1,229;5,362;0;33;1,923;804;284;564;1;172
Jun 6, 2020;2:45 AM;1,178;465;1,119;5,331;0;33;1,920;807;287;562;1;172
Jun 6, 2020;3:00 AM;1,180;477;1,126;5,247;0;33;1,924;811;291;565;1;171
Jun 6, 2020;3:15 AM;1,180;475;1,098;5,090;0;33;1,942;809;301;568;1;171
Jun 6, 2020;3:30 AM;1,177;466;1,114;4,957;0;33;1,947;806;293;569;1;171
Jun 6, 2020;3:45 AM;1,179;467;1,172;4,867;0;33;1,945;806;277;568;20;171
Jun 6, 2020;4:00 AM;1,177;477;1,227;4,771;0;33;1,933;824;275;565;1;171
Jun 6, 2020;4:15 AM;1,180;476;1,265;4,720;0;33;1,923;825;273;557;1;171
Jun 6, 2020;4:30 AM;1,180;484;1,225;4,659;1;33;1,929;814;270;563;1;171
Jun 6, 2020;4:45 AM;1,182;485;1,206;4,610;3;33;1,930;809;263;563;2;171
Jun 6, 2020;5:00 AM;1,182;491;1,149;4,598;15;33;1,885;812;269;567;25;171
Jun 6, 2020;5:15 AM;1,181;474;1,222;4,623;36;33;1,874;816;275;573;16;171
Jun 6, 2020;5:30 AM;1,181;464;1,289;4,445;75;33;1,875;811;276;568;1;171
Jun 6, 2020;5:45 AM;1,180;467;1,278;4,267;141;33;1,839;816;273;567;1;171
Jun 6, 2020;6:00 AM;1,181;460;1,278;4,217;235;33;1,838;811;272;567;45;171
Jun 6, 2020;6:15 AM;1,181;466;1,208;4,151;359;33;1,870;808;270;562;40;171
Jun 6, 2020;6:30 AM;1,182;463;1,197;4,092;499;33;1,868;779;274;564;42;171
Jun 6, 2020;6:45 AM;1,181;456;1,227;4,075;656;33;1,815;773;297;561;58;169
Jun 6, 2020;7:00 AM;1,179;475;1,263;4,056;810;33;1,787;796;305;561;130;170
Jun 6, 2020;7:15 AM;1,179;453;1,224;4,081;1,006;33;1,788;793;316;563;110;170
Jun 6, 2020;7:30 AM;1,180;460;1,206;4,055;1,208;33;1,789;813;317;557;121;171
Jun 6, 2020;7:45 AM;1,182;456;1,173;4,172;1,420;33;1,799;805;325;562;119;171
Jun 6, 2020;8:00 AM;1,181;459;1,243;4,251;1,630;33;1,779;810;340;570;58;171
Jun 6, 2020;8:15 AM;1,182;452;1,400;4,375;1,854;33;1,790;815;364;571;28;171
Jun 6, 2020;8:30 AM;1,183;452;1,502;4,486;2,065;33;1,795;816;374;578;31;171
Jun 6, 2020;8:45 AM;1,183;453;1,503;4,581;2,268;33;1,806;819;373;579;2;171
Jun 6, 2020;9:00 AM;1,181;476;1,380;4,664;2,468;33;1,844;848;400;584;81;169
Jun 6, 2020;9:15 AM;1,180;448;1,315;4,738;2,700;33;1,848;844;421;587;78;169
Jun 6, 2020;9:30 AM;1,178;462;1,344;4,732;2,917;33;1,848;845;432;585;71;169
Jun 6, 2020;9:45 AM;1,176;447;1,304;4,848;3,151;33;1,849;838;436;586;53;171
Jun 6, 2020;10:00 AM;1,172;453;1,300;4,836;3,318;33;1,863;816;423;578;77;171
Jun 6, 2020;10:15 AM;1,169;445;1,331;4,919;3,489;33;1,876;797;407;571;41;171
Jun 6, 2020;10:30 AM;1,166;445;1,410;4,971;3,614;33;1,836;794;404;574;1;171
Jun 6, 2020;10:45 AM;1,167;443;1,457;5,017;3,713;33;1,795;801;402;576;1;170
Jun 6, 2020;11:00 AM;1,165;444;1,476;5,080;3,810;33;1,739;785;389;572;1;170
Jun 6, 2020;11:15 AM;1,165;442;1,433;5,018;3,917;33;1,745;777;374;568;1;171
Jun 6, 2020;11:30 AM;1,163;442;1,417;5,039;4,033;33;1,728;775;376;571;1;169
Jun 6, 2020;11:45 AM;1,166;443;1,422;5,091;4,151;33;1,700;779;363;580;1;169
Jun 6, 2020;12:00 PM;1,162;443;1,451;5,163;4,313;33;1,698;758;340;575;1;171
Jun 6, 2020;12:15 PM;1,164;440;1,464;5,216;4,430;33;1,700;755;339;577;1;169
Jun 6, 2020;12:30 PM;1,163;449;1,475;5,062;4,532;33;1,686;752;338;580;9;169
Jun 6, 2020;12:45 PM;1,161;452;1,458;4,955;4,610;33;1,654;756;329;571;12;171
Jun 6, 2020;1:00 PM;1,160;454;1,427;5,008;4,648;33;1,654;763;318;579;27;169
Jun 6, 2020;1:15 PM;1,157;454;1,427;4,849;4,637;33;1,664;761;306;579;37;169
Jun 6, 2020;1:30 PM;1,147;454;1,416;4,711;4,681;33;1,681;765;297;563;32;171
Jun 6, 2020;1:45 PM;1,144;444;1,364;4,896;4,627;33;1,681;760;296;569;8;169
Jun 6, 2020;2:00 PM;1,134;433;1,339;4,877;4,618;33;1,678;757;291;568;3;170
Jun 6, 2020;2:15 PM;1,138;430;1,378;4,752;4,629;33;1,679;759;292;563;3;172
Jun 6, 2020;2:30 PM;1,128;432;1,437;4,568;4,577;33;1,678;755;295;572;5;170
Jun 6, 2020;2:45 PM;1,112;424;1,408;4,466;4,518;33;1,696;752;292;562;3;170
